coverage_id,claim_kind,computed_value,expected_value,defect_rank,source_reference,check_status,notes
criterion_count,primitive_projection_descent_criterion_rows,1,1,0,certificates/orientation/rhomred_orientation_primitive_projection_descent/criterion_rows.csv,verified,one_row_305_criterion_recorded
theta_primitive_rows_available,theta_primitive_row_count,1,1,0,certificates/hybrid/quotient_after_correspondence_theta_mu_primitives/primitive_rows.csv,verified,theta_primitive_available_for_supplied_primitive_rows
theta_projection_rows_available,theta_projection_row_count,1,1,0,certificates/hybrid/quotient_after_correspondence_theta_mu_primitives/primitive_projection_rows.csv,verified,projection_comparison_row_available_conditionally
theta_kernel_intertwining_rows_available,theta_kernel_intertwining_row_count,1,1,0,certificates/hybrid/quotient_after_correspondence_theta_mu_primitives/kernel_intertwining_rows.csv,verified,kernel_intertwining_row_available_conditionally
source_hall_coproduct_matrix_rows_supplied,D_entries_row_count,0,0,0,certificates/sources/k3e_compact_hall/D_entries.csv,verified,no_compact_source_coproduct_entries_supplied
source_counit_rows_supplied,counit_row_count,0,0,0,certificates/sources/k3e_compact_hall/unit_counit.csv,verified,no_compact_source_counit_entries_supplied
source_primitive_kernel_rows_supplied,primitive_kernel_row_count,0,0,0,certificates/hall/transition_primitive_subspace_preservation/primitive_kernel_rows.csv,verified,no_primitive_kernel_rows_supplied
source_primitive_projection_rows_supplied,primitive_projection_row_count,0,0,0,certificates/hall/transition_primitive_subspace_preservation/primitive_transition_matrices.csv,verified,no_primitive_projection_rows_supplied
primitive_projection_descent_claim,primitive_projection_descent_claim_count,0,0,0,materials/processed/2026-06-05-k3xe-research-paper-optimization.txt:1435,verified,row_305_not_claimed_proved
transition_primitive_rows_supplied,primitive_transition_row_count,0,0,0,certificates/hall/transition_primitive_subspace_preservation/primitive_transition_matrices.csv,verified,no_transition_primitive_rows_supplied
