firewall_id,forbidden_substitute,excluded,defect_rank,proof_reference,check_status,notes
fw_level_Z_protected_trace,level_Z_protected_trace,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,scalar_level_trace_is_not_source_degree_zero_trace
fw_scalar_trace,scalar_trace,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,scalar_trace_forgets_pairing_correspondence_and_orientation_data
fw_denominator_product,denominator_product,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,Borcherds_product_is_not_compact_source_Hopf_pairing_data
fw_target_hopf_form,target_hopf_form,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,target_Hopf_form_is_not_source_trace_pairing
fw_target_radical_table,target_radical_table,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,target_radical_table_does_not_supply_source_K_Q_rows
fw_bare_GKQ,bare_GKQ,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,G_K_Q_without_trace_correspondence_and_identity_rows_is_not_the_datum
fw_rank_equality_only,rank_equality_only,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,rank_equality_alone_does_not_supply_geometric_source_rows
fw_row361_only,row361_invariance_only,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,Frobenius_criterion_does_not_construct_the_datum
fw_row362_only,row362_adjointness_only,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,Hopf_adjointness_criterion_does_not_construct_the_datum
fw_row363_only,row363_nondegeneracy_only,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,quotient_rank_criterion_does_not_construct_the_datum
fw_empty_compact_source,empty_compact_source,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,empty_compact_source_tables_do_not_certify_current_source
fw_signed_dimension,signed_dimension,true,0,chapters/05_subsections/05_3_hall.tex:def:compact-geometric-hopf-pairing-datum,verified,signed_multiplicity_does_not_encode_trace_pairing_or_identity_rows
