coverage_id,claim_kind,computed_value,expected_value,defect_rank,source_reference,check_status,notes
criterion_count,criterion_rows,1,1,0,chapters/05_subsections/05_2_orientation.tex:prop:orientation-line-negative-root-compatibility,verified,one_negative_root_orientation_criterion_recorded
retained_dual_type_rows,retained_dual_closure,3,3,0,certificates/moduli/retained_dual_closure/type_duals.csv,verified,three_retained_type_dual_rows_imported
retained_dual_hn_rows,retained_dual_closure,7,7,0,certificates/moduli/retained_dual_closure/dual_closure.csv,verified,seven_retained_HN_dual_rows_imported
target_negative_dual_formal_blocks,target_pairing_blocks,12,12,0,certificates/targets/delta5_gn_kac/a071_target_presentation/target_pairing_blocks.csv,verified,twelve_target_formal_negative_dual_blocks_imported
target_source_pairing_true_rows,target_pairing_blocks,0,0,0,certificates/targets/delta5_gn_kac/a071_target_presentation/target_pairing_blocks.csv,verified,no_target_row_is_a_source_pairing
source_pairing_rows,compact_Hall_G_entries,0,0,0,certificates/sources/k3e_compact_hall/G_entries.csv,verified,no_compact_source_pairing_rows_supplied
source_hopf_pairing_identity_rows,compact_Hall_hopf_pairing_identities,0,0,0,certificates/sources/k3e_compact_hall/hopf_pairing_identities.csv,verified,no_Hopf_pairing_identity_rows_supplied
source_radical_rows,compact_Hall_K_entries,0,0,0,certificates/sources/k3e_compact_hall/K_entries.csv,verified,no_source_radical_rows_supplied
source_negative_parity_rows,compact_Hall_parity_blocks,0,0,0,certificates/sources/k3e_compact_hall/parity_blocks.csv,verified,no_source_negative_parity_rows_supplied
orientation_square_root_rows,orientation_square_root,0,0,0,certificates/orientation/rhomred_square_root/manifest.json,verified,no_orientation_square_root_rows_supplied
orientation_transition_rows,transition_orientation,0,0,0,certificates/orientation/transition_orientation_preservation/orientation_transition_maps.csv,verified,no_orientation_transition_rows_supplied
negative_root_compatibility_rows,compatibility_rows,0,0,0,negative_root_compatibility_rows.csv,verified,no_negative_root_compatibility_rows_supplied
row334_chevalley_claim,row334_claim,0,0,0,blocked_obligations.csv,verified,row334_kept_open
row335_frobenius_claim,row335_claim,0,0,0,blocked_obligations.csv,verified,row335_kept_open
row336_trace_degree_claim,row336_claim,0,0,0,blocked_obligations.csv,verified,row336_kept_open
row337_serre_sign_claim,row337_claim,0,0,0,blocked_obligations.csv,verified,row337_kept_open
