firewall_id,forbidden_substitute,excluded,defect_rank,source_reference,check_status,notes
firewall_definition_only,local_local_definition_only,true,0,chapters/05_subsections/05_1_hybrid.tex:def:local-local-correspondence-datum,verified,row 210 defines the diagram but not target properness
firewall_extension_closure_only,extension_closure_only,true,0,chapters/02_k3xe_setup.tex:prop:retained-extension-closure,verified,extension closure does not construct the relative Quot stack
firewall_source_properness,source_map_properness,true,0,chapters/05_subsections/05_1_hybrid.tex:prop:local-local-target-properness,verified,the source map is not proper in general
firewall_quotient_first,quotient_first,true,0,chapters/05_subsections/05_1_hybrid.tex:def:local-local-correspondence-datum,verified,LL target properness is before quotient-after-correspondence
firewall_mixed,mixed_as_local_local,true,0,certificates/hybrid/mixed_local_wrapped_correspondence_definition/README.md:1,verified,mixed properness is a separate row
firewall_wrapped_wrapped,wrapped_wrapped_as_local_local,true,0,certificates/hybrid/wrapped_wrapped_correspondence_definition/README.md:1,verified,wrapped/wrapped properness is a separate row
firewall_scalar_trace,scalar_trace,true,0,chapters/05_subsections/05_1_hybrid.tex:prop:local-local-target-properness,verified,a scalar trace cannot replace a proper correspondence map
firewall_borcherds_s_degree,Borcherds_s_degree,true,0,chapters/05_subsections/05_1_hybrid.tex:def:geometric-borcherds-degree-comparison-datum,verified,the Borcherds trace coordinate does not prove LL properness
firewall_ordinary_ran,ordinary_Ran_uncoloured,true,0,chapters/05_subsections/05_1_hybrid.tex:def:local-local-correspondence-datum,verified,uncoloured Ran incidence does not give retained target properness
firewall_empty_hybrid,empty_hybrid_carrier,true,0,certificates/hybrid/k3e_hybrid_carrier/manifest.json,verified,the aggregate hybrid carrier remains blocked
